index	duration	text_length	ratio
95	12.021406	151	0.07630070198675497
96	11.592063	135	0.08216342962962962
97	5.390748	71	0.06888377464788732
98	9.002404	110	0.07729458181818182
99	7.485986	73	0.09569843835616437
100	6.504853	69	0.08702685507246377
101	5.021542	61	0.0741236393442623
102	4.718186	56	0.07532475000000001
103	4.510703	52	0.07712890384615385
104	5.20839	70	0.06726271428571429
105	4.924807	65	0.06807395384615385
106	6.504036	87	0.06901190804597701
107	5.236054	70	0.06765791428571429
108	5.590522	72	0.07070169444444445
109	5.811111	74	0.07177177027027028
110	6.122676	79	0.07117311392405064
111	8.426984	102	0.0777155294117647
112	7.01542	75	0.08687226666666667
113	6.050385	85	0.06529864705882353
114	9.146984	106	0.08157532075471698
115	3.233741	35	0.07810688571428571
116	18.365034	197	0.09068545177664976
117	4.303991	50	0.07607981999999999
118	4.224898	51	0.0730372156862745
119	32.789977	310	0.10416121612903226
120	6.705397	95	0.06531996842105263
121	3.630612	40	0.07826530000000001
122	4.371383	52	0.07444967307692307
123	8.961542	114	0.07422405263157894
124	2.844807	26	0.09018488461538461
125	8.658821	109	0.07485156880733945
126	3.80059	40	0.08251475
127	20.248163	244	0.08093509426229509
128	5.321995	65	0.07418453846153847
129	6.049796	69	0.08043182608695652
130	5.412971	73	0.06730097260273972
131	18.182902	243	0.0727691440329218
132	9.547574	121	0.0747733388429752
133	9.186893	113	0.0768751592920354
134	4.667075	58	0.07184612068965517
135	4.085306	47	0.07628310638297872
136	4.642404	56	0.0739715
137	4.80644	70	0.06152057142857143
138	2.816871	29	0.07989210344827585
139	10.061814	119	0.0803513781512605
140	4.261315	59	0.06375110169491525
141	12.959592	157	0.07936045859872612
142	4.342132	59	0.0651208813559322
143	2.148209	13	0.1267853076923077
144	15.88	190	0.08094736842105263
145	10.43551	141	0.07046460992907802
146	2.216372	16	0.10727324999999999
147	9.044308	106	0.08060667924528302
148	8.03093	101	0.07456366336633663
149	12.319592	153	0.07725223529411765
150	2.75102	24	0.0937925
151	18.271701	234	0.07594744017094017
152	8.530113	103	0.07796226213592233
153	4.053605	42	0.08460964285714286
154	8.299864	111	0.07026904504504504
155	11.942857	135	0.0847619037037037
156	5.148209	65	0.07151090769230768
157	10.591293	118	0.08551943220338984
158	3.253968	34	0.08099905882352941
159	5.476871	65	0.07656724615384615
160	34.997415	299	0.11537596989966555
161	9.883039	137	0.06848933576642335
162	13.726848	168	0.0787312380952381
163	13.378231	169	0.07620255029585798
164	8.16839	107	0.07166719626168225
165	20.423583	251	0.07937682470119523
166	18.475011	247	0.07277332388663967
167	14.673923	182	0.0778786978021978
168	14.370748	195	0.07113204102564102
169	13.055465	166	0.0756353313253012
170	7.083946	85	0.07745818823529411
171	16.888073	214	0.07657978037383177
172	2.92	21	0.11523809523809524
173	13.880952	170	0.07871148235294118
174	4.642222	56	0.07396825
175	6.425896	78	0.07597302564102563
176	3.003719	27	0.09273033333333333
177	13.670522	165	0.07982134545454546
178	4.007619	34	0.10316526470588236
179	2.006485	11	0.13695318181818184
180	2.477551	20	0.09887755000000001
181	2.249615	16	0.1093509375
182	3.568481	37	0.0829319189189189
183	2.61093	27	0.0781825925925926
184	7.948844	96	0.077592125
185	3.700454	45	0.07112120000000001
186	3.464671	35	0.08470488571428572
187	3.711247	44	0.07298288636363637
188	2.806349	33	0.06988936363636364
189	8.196916	98	0.07853995918367347
190	11.294785	145	0.07444679310344827
191	7.202676	103	0.06507452427184467
192	4.28771	48	0.078910625
193	4.978231	59	0.07590222033898306
194	3.470748	35	0.08487851428571429
195	2.528254	22	0.09219336363636364
196	3.325533	35	0.08072951428571429
197	3.066531	32	0.08020409375
198	3.835646	43	0.07757316279069768
199	10.597687	126	0.08014037301587303
200	8.681905	107	0.07646640186915889
201	6.030612	80	0.06913264999999999
202	13.543764	170	0.07672802352941176
203	8.621315	112	0.07251174107142856
204	13.828254	182	0.07323216483516483
205	22.598594	264	0.08370679545454544
206	3.078503	29	0.08891389655172413
207	3.159592	38	0.06998926315789473
208	3.315918	35	0.08045479999999999
209	9.068662	119	0.07200556302521008
210	11.578549	146	0.07588047260273972
211	3.553469	40	0.07633672500000001
212	2.333197	17	0.10783511764705883
213	7.878776	90	0.0819864
214	7.112426	86	0.07688867441860466
215	17.392653	223	0.07575180717488789
216	12.538005	158	0.07618990506329114
217	5.297052	71	0.06756411267605633
218	3.725714	42	0.07680271428571428
219	5.71093	84	0.06203488095238095
220	2.800726	25	0.09202904
221	2.828571	22	0.10584413636363638
222	2.958866	25	0.09835464
223	2.907483	28	0.08598153571428571
224	9.738322	138	0.06694436231884059
225	7.643311	88	0.08117398863636363
226	4.706757	59	0.07130096610169491
227	13.440363	179	0.07229253072625698
228	10.528118	132	0.0759705909090909
229	8.18322	117	0.06566854700854702
230	9.824444	121	0.07706152066115703
231	9.363129	121	0.07324900000000001
232	9.221315	123	0.07090500000000001
233	7.517596	88	0.07974540909090909
234	9.085034	127	0.06759869291338583
235	7.823583	97	0.07550085567010309
236	7.016689	78	0.08354729487179488
237	9.887302	108	0.08691946296296296
238	2.447029	24	0.08112620833333334
239	3.523719	43	0.0703190465116279
240	14.31873	166	0.08324536144578314
241	4.32898	49	0.07814244897959183
242	9.907574	105	0.08959594285714285
243	3.30127	35	0.08003628571428571
244	2.495238	24	0.08313491666666667
245	5.505669	78	0.0641752435897436
246	13.842902	161	0.08287516770186336
247	2.259728	18	0.09776266666666666
248	3.735465	41	0.07891378048780488
249	12.271565	148	0.07953760135135135
250	6.003628	60	0.09172713333333334
251	3.855692	31	0.10824812903225806
252	2.685941	28	0.07806932142857144
253	4.149342	47	0.07764557446808511
254	2.636644	26	0.08217861538461538
255	3.634694	42	0.07463557142857143
256	9.49229	120	0.07493575000000001
257	5.150159	63	0.07381204761904762
258	2.873061	29	0.08182968965517241
259	3.784535	46	0.0714029347826087
260	9.048345	113	0.07564907079646017
261	5.038776	64	0.070918375
262	10.186939	134	0.07229058955223881
263	4.559048	61	0.06654177049180328
264	2.025397	16	0.0953373125
265	2.861769	29	0.08144031034482759
266	3.004354	33	0.07588951515151515
267	2.833152	27	0.08641303703703704
268	7.698957	93	0.07740813978494623
269	8.021361	92	0.08175392391304348
270	6.673288	75	0.08231050666666667
271	5.737778	52	0.1007265
272	4.255147	48	0.07823222916666667
273	6.954694	68	0.09492197058823529
274	13.712154	162	0.08155650617283951
275	6.625624	71	0.08627639436619719
276	14.581678	158	0.08912454430379747
277	14.505079	142	0.09862731690140845
278	11.970522	128	0.089613453125
279	12.296236	140	0.08425882857142858
280	6.830476	81	0.07815402469135803
281	3.524717	42	0.07201707142857143
282	4.720317	59	0.07153079661016949
283	4.661587	62	0.06712237096774193
284	11.083583	126	0.08399669047619049
285	8.274286	76	0.10229323684210527
286	13.291882	155	0.08252827096774193
287	7.14576	78	0.08520205128205129
288	9.864535	126	0.07432170634920635
289	9.521043	98	0.09205145918367348
290	9.945578	100	0.09445577999999999
291	8.67161	107	0.07637018691588784
292	11.106576	129	0.08222151937984497
293	7.204943	86	0.0779644534883721
294	6.985578	70	0.09265111428571429
295	13.818821	171	0.07788784210526316
296	3.035964	29	0.08744703448275862
297	7.396417	84	0.08210020238095238
298	4.154422	55	0.06644403636363637
299	9.240317	111	0.0787415945945946
300	6.162313	63	0.08987798412698413
301	8.181678	96	0.08001747916666667
302	3.135918	29	0.09089372413793104
303	11.184399	129	0.08282479844961241
304	11.282585	127	0.08490224409448818
305	15.162857	188	0.07799392021276597
306	2.905624	28	0.08591514285714286
307	12.040544	133	0.086771007518797
308	11.387937	116	0.09386152586206897
309	15.680771	171	0.08877643859649123
310	12.571066	129	0.0935741550387597
311	4.959819	62	0.07193256451612903
312	10.338005	118	0.08337292372881357
313	8.596145	77	0.10514474025974026
314	4.050023	44	0.08068234090909092
315	4.423265	38	0.10324381578947368
316	7.171474	74	0.09015505405405405
317	6.312472	56	0.10379414285714285
318	3.858231	47	0.07145172340425532
319	7.781088	96	0.07584466666666666
320	3.382041	36	0.08005669444444445
321	3.73678	43	0.0752739534883721
322	4.61415	58	0.07093362068965518
323	5.617415	53	0.096555
324	3.964807	45	0.07699571111111111
325	4.309796	48	0.07937075
326	3.872154	44	0.07663986363636364
327	6.555964	64	0.0946244375
328	3.140544	36	0.07334844444444444
329	5.506032	63	0.0794608253968254
330	2.698458	24	0.09160241666666667
331	7.860816	74	0.09947048648648649
332	4.321587	49	0.07799157142857142
333	6.129887	53	0.10622428301886792
334	6.218141	60	0.09530235000000001
335	4.838322	56	0.0774700357142857
336	4.795283	54	0.07954227777777778
337	7.45161	84	0.0827572619047619
338	5.475601	71	0.07007888732394367
339	5.231247	67	0.07061562686567163
340	4.484082	59	0.06752681355932204
341	6.718186	79	0.07871121518987342
342	6.160544	71	0.07972597183098591
343	6.56898	73	0.08313671232876713
344	6.276145	62	0.09316362903225806
345	8.907619	107	0.0785758785046729
346	8.884853	105	0.07985574285714285
347	5.591519	66	0.07714422727272727
348	3.666168	41	0.07722360975609756
349	4.717052	61	0.069132
350	7.640272	75	0.09520362666666667
351	3.321678	36	0.07837994444444445
352	8.259819	89	0.08718897752808989
353	10.825624	112	0.09219307142857143
354	5.096372	58	0.07924779310344827
355	3.155646	33	0.0804741212121212
356	8.022268	78	0.09643933333333334
357	4.718957	54	0.07812883333333333
358	5.19678	56	0.08387107142857143
359	7.755964	88	0.08245413636363635
360	3.8839	43	0.0786953488372093
361	5.69746	62	0.08383
362	5.811701	63	0.08431271428571428
363	6.260136	65	0.08861747692307692
364	6.88263	74	0.08625175675675675
365	3.077959	33	0.07811996969696969
366	5.069932	57	0.08017424561403508
367	5.630249	50	0.10260498
368	4.819002	56	0.07712503571428572
369	3.774649	43	0.07615462790697675
370	6.952834	72	0.08962269444444444
371	3.56195	35	0.08748428571428571
372	7.443311	72	0.09643487499999999
373	7.0522	71	0.09228450704225352
374	9.436508	103	0.086762213592233
375	5.795147	46	0.11511189130434783
376	7.742812	89	0.08137991011235955
377	4.020862	48	0.07335129166666667
378	4.222721	48	0.0775566875
379	8.493424	97	0.08240643298969072
380	7.459229	80	0.0869903625
381	10.065034	111	0.08617147747747748
382	6.341678	63	0.09272504761904762
383	7.107755	73	0.09051719178082192
384	4.110204	44	0.08205009090909092
385	9.585079	94	0.09664977659574468
386	4.702902	52	0.08082503846153846
387	3.659819	39	0.08102100000000001
388	4.796009	52	0.08261555769230769
389	4.432834	57	0.06899708771929824
390	3.036327	25	0.10145308
391	4.903311	57	0.0772510701754386
392	9.950476	104	0.09086996153846154
393	4.454331	48	0.08238189583333333
394	5.78712	60	0.08811866666666666
395	6.842086	67	0.094658
396	5.842812	74	0.07220016216216217
397	3.152562	29	0.0914676551724138
398	4.797324	55	0.07813316363636363
399	4.001542	26	0.1346746923076923
400	7.8678	95	0.0775557894736842
401	3.095737	33	0.07865869696969698
402	3.356961	45	0.06348802222222222
403	4.13619	47	0.07736574468085107
404	7.99229	106	0.07068198113207547
405	5.798322	77	0.06880937662337662
406	5.035193	61	0.07434742622950818
407	7.63737	95	0.07513021052631579
408	3.153741	31	0.08560454838709677
409	3.620499	39	0.08001279487179487
410	4.510023	51	0.07862790196078433
411	8.164444	90	0.08516048888888889
412	6.370794	77	0.07624407792207792
413	5.706122	72	0.07230724999999999
414	4.906848	62	0.0710781935483871
415	3.796327	40	0.082408175
416	6.924535	71	0.09048640845070421
417	9.02517	100	0.08525169999999999
418	2.81542	25	0.0926168
419	3.478821	36	0.08274502777777777
420	4.722313	55	0.07676932727272727
421	3.643628	39	0.08060584615384615
422	6.144172	68	0.08300252941176471
423	7.924082	91	0.08158331868131868
424	5.673787	56	0.09238905357142857
425	4.613923	57	0.07217408771929824
426	4.023991	50	0.07047982
427	3.664399	44	0.0719181590909091
428	10.896644	115	0.0904056
429	4.86898	59	0.07405050847457627
430	7.48839	90	0.07764877777777777
431	4.111746	46	0.07851621739130435
432	4.737052	57	0.0743342456140351
433	6.655283	89	0.06916048314606742
434	5.281678	52	0.09195534615384617
435	7.074694	80	0.082183675
436	3.00127	30	0.08337566666666667
437	4.748889	55	0.07725252727272727
438	6.337234	66	0.0884429393939394
439	3.987574	43	0.08110637209302325
440	3.413787	34	0.08569961764705883
441	3.55229	31	0.0984609677419355
442	14.771519	157	0.0909013949044586
443	7.17415	74	0.09019121621621622
444	6.97034	67	0.09657223880597016
445	5.556644	66	0.07661581818181819
446	4.87941	60	0.07299016666666666
447	4.431156	54	0.07279918518518518
448	4.51229	63	0.06368714285714286
449	10.904354	132	0.07882086363636363
450	7.431338	88	0.07876520454545455
451	5.430522	66	0.07470487878787879
452	3.192562	31	0.08685683870967742
453	7.089116	74	0.0890421081081081
454	7.386803	76	0.09061582894736842
455	4.303356	47	0.08092246808510638
456	2.819274	26	0.08920284615384616
457	3.487982	40	0.07469955
458	7.438141	78	0.08895052564102564
459	4.986259	59	0.07603828813559323
460	4.376281	44	0.08809729545454545
461	3.45746	32	0.092420625
462	6.85093	71	0.08944971830985915
463	6.8961	64	0.0999390625
464	2.348345	14	0.13202464285714285
465	3.6839	45	0.07075333333333333
466	4.29805	49	0.07751122448979592
467	4.455918	56	0.07064139285714285
468	4.893605	67	0.06557619402985075
469	8.522812	112	0.07163225
470	3.413243	38	0.07666428947368421
471	5.651791	54	0.09540353703703704
472	11.850794	139	0.08166038848920863
473	7.678866	91	0.07888863736263736
474	7.198912	73	0.09176591780821917
475	6.706893	66	0.09404383333333333
476	3.492608	37	0.0808812972972973
477	2.923628	30	0.0807876
478	4.375964	50	0.07751928
479	4.399501	43	0.09068606976744185
480	6.654966	64	0.09617134375
481	4.29415	50	0.075883
482	4.537188	52	0.07763823076923078
483	5.495873	61	0.08189955737704917
484	4.64517	51	0.0812778431372549
485	9.781406	120	0.07734505
486	7.459637	82	0.08487362195121952
487	6.35415	64	0.09147109375
488	6.292789	69	0.08395346376811594
489	17.325624	195	0.08628525128205129
490	4.37542	51	0.0759886274509804
491	5.290159	69	0.06942259420289855
492	5.859864	74	0.0724305945945946
493	4.102585	46	0.07831706521739132
494	5.112154	61	0.07560908196721312
495	12.606939	129	0.09385224031007752
496	4.233152	43	0.08681748837209301
497	5.946939	61	0.08929408196721313
498	9.286395	104	0.08448456730769231
499	11.57619	116	0.09548439655172414
500	4.340726	47	0.08171757446808511
501	4.165351	42	0.0872702619047619
502	6.728073	55	0.11323769090909092
503	3.795556	44	0.074899
504	11.069796	116	0.09111893103448276
505	6.874921	76	0.0838805394736842
506	4.197868	47	0.07867804255319148
507	9.334966	102	0.0866173137254902
508	7.985034	91	0.08225312087912087
509	6.800816	73	0.08631254794520549
510	3.971111	43	0.08072351162790697
511	6.254785	58	0.09922043103448276
512	4.149388	47	0.07764655319148936
513	7.184853	77	0.08681627272727273
514	8.561451	87	0.09266035632183908
515	10.512381	114	0.08782790350877193
516	4.887029	54	0.08124127777777777
517	3.904082	46	0.07400178260869565
518	6.690476	52	0.11904761538461539
519	5.24576	47	0.1009736170212766
520	8.95678	75	0.11275706666666667
521	7.08644	80	0.0823305
522	6.333243	67	0.08706332835820896
523	9.309433	85	0.10364038823529412
524	7.456417	78	0.08918483333333334
525	5.801224	53	0.10002309433962264
526	4.20068	52	0.07116692307692309
527	4.307347	51	0.07465386274509804
528	4.935374	58	0.07647196551724139
529	6.27483	57	0.10131280701754386
530	4.678821	43	0.09718188372093023
531	4.652608	47	0.08835336170212765
532	4.156553	45	0.08125673333333333
533	4.036553	45	0.07859006666666665
534	4.576508	53	0.07691524528301887
535	4.863855	59	0.07396364406779661
536	5.18254	58	0.08073344827586207
537	8.320816	87	0.0898944367816092
538	5.172109	48	0.09733560416666666
539	11.320499	119	0.09092856302521009
540	7.486213	91	0.07677157142857143
541	7.030748	74	0.08825335135135134
542	10.770794	124	0.08282898387096775
543	10.279229	99	0.09878009090909091
544	4.595057	47	0.08712887234042553
545	4.749478	49	0.08672404081632652
546	5.181633	59	0.07934971186440677
547	5.223084	59	0.08005227118644068
548	6.710975	93	0.06678467741935484
549	4.701179	56	0.07502105357142856
550	5.490204	53	0.09415479245283019
551	6.253651	65	0.08851770769230768
552	5.113061	60	0.07688435
553	13.898594	170	0.07881525882352941
554	9.293787	122	0.07208022131147541
555	4.131519	56	0.06484855357142857
556	5.118458	62	0.07449125806451613
557	4.275147	45	0.08389215555555554
558	4.499138	50	0.07998276
559	15.09805	155	0.09418096774193549
560	4.483946	47	0.0847648085106383
561	4.616961	50	0.08233921999999999
562	4.517596	55	0.0730472
563	8.132245	89	0.0857555617977528
564	6.734512	62	0.10055664516129031
565	5.496689	72	0.06939845833333333
566	4.673515	50	0.0834703
567	4.410476	51	0.07667600000000001
568	6.18	82	0.06926829268292682
569	6.446893	67	0.08875959701492538
570	8.749841	107	0.07710131775700935
571	5.533107	73	0.06894667123287672
572	5.878821	75	0.07171761333333333
573	4.871791	59	0.07409815254237288
574	4.163719	48	0.07632747916666667
575	5.490975	66	0.07562083333333333
576	4.50449	51	0.07851941176470588
577	3.981633	48	0.07253402083333334
578	3.565034	47	0.06521348936170213
579	9.138005	114	0.07577197368421053
580	8.892608	109	0.07699640366972477
581	9.608481	117	0.07785026495726495
582	5.983084	63	0.08703307936507937
583	4.857279	63	0.06916315873015873
584	4.238639	49	0.07629875510204082
585	5.69093	56	0.09269517857142857
586	4.415737	50	0.07831474
587	4.885079	54	0.08120516666666668
588	4.679138	57	0.07331821052631579
589	5.008707	60	0.07514511666666666
590	5.007483	63	0.0715473492063492
591	4.130975	45	0.08068833333333333
592	4.000499	49	0.07143875510204081
593	8.316644	91	0.08589718681318681
594	19.535918	195	0.09762009230769231
595	4.311837	49	0.07779259183673469
596	7.044943	72	0.09090198611111111
597	5.345805	59	0.08213228813559323
598	4.872018	54	0.0809632962962963
599	5.87356	58	0.09264758620689656
600	7.240227	73	0.09233187671232877
601	13.239002	119	0.10705043697478991
602	3.939637	48	0.07165910416666667
603	3.702313	46	0.06961550000000001
604	4.867846	61	0.07160403278688525
605	4.098549	49	0.07343977551020409
606	4.336916	54	0.071054
607	4.529615	57	0.070695
608	4.906893	54	0.08160912962962963
609	4.356372	52	0.074161
610	5.290068	65	0.07369335384615384
611	4.526485	53	0.07597141509433962
612	5.160771	66	0.07061774242424243
613	4.64	52	0.07961538461538462
614	4.261814	47	0.08003859574468085
615	3.741542	44	0.07367140909090909
616	5.204354	58	0.08110955172413793
617	4.846032	54	0.08048207407407408
618	4.316599	51	0.07483527450980393
619	3.805669	43	0.07687602325581396
620	7.959138	93	0.08020578494623656
621	4.358912	52	0.07420984615384615
622	13.685941	145	0.09093752413793103
623	5.379955	64	0.076249296875
624	5.165442	62	0.07524906451612903
625	5.803537	72	0.07366023611111111
626	4.648934	54	0.0768321111111111
627	10.31873	99	0.09917909090909091
628	4.520771	54	0.07445872222222222
629	4.429751	55	0.07145001818181819
630	8.151973	100	0.07651973
631	3.998776	49	0.0714035918367347
632	4.874014	59	0.07413583050847457
633	3.649705	41	0.07682207317073171
634	5.037143	59	0.07690072881355933
635	6.068662	87	0.0640076091954023
636	5.255873	65	0.07316727692307692
637	6.301542	78	0.0743787435897436
638	8.161769	97	0.07898730927835051
639	5.394376	46	0.10639947826086957
640	4.243265	48	0.0779846875
641	5.205125	54	0.08713194444444444
642	7.558277	79	0.08934527848101266
643	3.603129	47	0.06602402127659575
644	4.279864	57	0.06631340350877193
645	3.60517	44	0.07057204545454546
646	3.846485	47	0.0712018085106383
647	4.274104	51	0.07400203921568628
648	5.915283	58	0.09336694827586206
649	3.837279	47	0.07100593617021277
650	5.032472	59	0.0768215593220339
651	14.562177	177	0.07944732768361581
652	4.533197	56	0.07202137500000001
653	4.176689	49	0.0750344693877551
654	4.120454	47	0.07703093617021275
655	4.413469	48	0.08153060416666667
656	4.403991	52	0.07507675000000001
657	4.408481	49	0.07976491836734693
658	10.728707	99	0.10332027272727273
659	10.489116	92	0.10857734782608695
660	14.576236	152	0.09260681578947368
661	4.803311	51	0.08437864705882353
662	4.199728	44	0.08408472727272728
663	5.723583	51	0.10242319607843137
664	8.652154	94	0.08672504255319148
665	4.698367	52	0.08073782692307693
666	4.272925	50	0.0754585
667	7.33288	89	0.07677393258426966
668	4.137098	47	0.07738506382978723
669	5.136417	64	0.072444015625
670	4.257052	53	0.07088777358490565
671	4.665261	56	0.07437966071428571
672	7.404626	73	0.09458391780821919
673	6.489342	68	0.08807855882352941
674	4.482585	55	0.07241063636363637
675	4.158186	48	0.07621220833333332
676	4.374331	52	0.07450636538461539
677	4.141315	53	0.06870405660377357
678	7.250476	76	0.08882205263157894
679	6.660408	65	0.09477550769230769
680	4.208617	55	0.0674294
681	6.737098	63	0.09900155555555555
682	4.055782	53	0.06709022641509434
683	10.811111	131	0.07871077099236641
684	4.544717	55	0.0735403090909091
685	7.245714	72	0.09369047222222222
686	4.507166	46	0.08711230434782609
687	5.852925	54	0.09912824074074074
688	4.352744	48	0.0802655
689	9.529161	104	0.08681885576923078
690	14.254558	154	0.08931531168831168
691	5.438866	56	0.08819403571428572
692	11.534195	121	0.09119169421487604
693	11.344036	121	0.08962013223140496
694	4.81161	54	0.07984462962962963
695	4.561361	51	0.0796345294117647
696	4.607166	57	0.07205554385964913
697	4.049705	45	0.07888233333333335
698	8.208027	87	0.08859801149425287
699	7.323447	84	0.0812315119047619
700	4.262041	47	0.08004342553191489
701	7.473061	74	0.09423055405405406
702	6.082993	58	0.0962585
703	5.772245	49	0.10759683673469388
704	4.763719	57	0.07480208771929825
705	9.073832	119	0.07204900840336134
706	4.605125	52	0.07894471153846154
707	8.418639	111	0.0713390900900901
708	5.27805	67	0.07131417910447761
709	6.075873	58	0.09613574137931034
710	4.240408	48	0.07792516666666667
711	14.724444	182	0.07815628571428572
712	7.116145	83	0.07971259036144579
713	4.92898	60	0.07381633333333333
714	6.210975	64	0.089233984375
715	4.225669	46	0.08099280434782609
716	5.12771	59	0.07843576271186442
717	8.978685	108	0.07850634259259259
718	4.795556	43	0.0998966511627907
719	6.253288	64	0.089895125
720	4.518957	52	0.07728763461538463
721	4.18254	50	0.0736508
722	4.612063	61	0.06741086885245902
723	4.317188	50	0.07634376
724	6.005624	57	0.09658989473684211
725	6.026122	59	0.09366308474576271
726	6.841814	68	0.0932619705882353
727	4.491293	48	0.0831519375
728	4.642676	52	0.07966684615384614
729	5.532426	62	0.08116816129032259
730	4.577415	54	0.07550768518518519
731	4.816735	57	0.07573219298245615
732	5.112744	57	0.08092533333333334
733	8.762585	95	0.08697457894736842
734	7.163084	73	0.09127512328767123
735	4.489932	51	0.07823396078431372
736	4.816327	61	0.07075945901639345
737	4.57288	57	0.07145403508771929
738	6.631474	78	0.07860864102564102
739	4.190748	46	0.08023365217391305
740	4.754376	55	0.0773522909090909
741	11.131111	115	0.09244444347826088
742	8.716327	95	0.08648765263157894
743	4.582812	53	0.07703418867924527
744	18.617506	187	0.09688505882352941
745	7.285351	75	0.09047134666666667
746	4.969478	53	0.08432977358490565
747	5.925397	59	0.0919558813559322
748	3.674603	43	0.07382797674418605
749	5.362404	52	0.09350776923076923
750	5.604036	75	0.06805381333333332
751	8.032063	91	0.08276992307692309
752	5.441587	67	0.07375502985074626
753	4.330612	49	0.07817575510204082
754	4.442494	56	0.07040167857142857
755	4.680272	56	0.07464771428571429
756	4.645624	58	0.07147627586206896
757	4.655873	58	0.07165298275862068
758	6.811156	70	0.09015937142857143
759	4.370159	43	0.09000369767441861
760	3.804535	47	0.07030925531914893
761	4.471202	54	0.07354077777777777
762	4.626803	50	0.08253606
763	4.446576	47	0.08396970212765958
764	4.737551	55	0.07704638181818181
765	4.32839	51	0.07506647058823529
766	6.014104	84	0.06564409523809524
767	6.357823	70	0.08368318571428571
768	4.178866	46	0.07997534782608696
769	7.258413	74	0.0913299054054054
770	4.735057	52	0.08144340384615385
771	4.395102	53	0.07349249056603772
772	4.152971	54	0.06764761111111112
773	7.907619	107	0.06923008411214954
774	3.969977	45	0.0771106
775	6.089342	61	0.09162855737704918
776	7.391519	73	0.09440436986301369
777	5.054422	61	0.07466265573770492
778	4.372109	47	0.08238529787234043
779	5.715782	55	0.0948324
780	5.989388	66	0.08317254545454546
781	9.181497	91	0.09540106593406594
782	6.100227	59	0.09491910169491526
783	4.197959	43	0.0859990465116279
784	7.156916	64	0.1040143125
785	4.217914	53	0.07014932075471698
786	5.05415	60	0.0759025
787	7.892608	102	0.07247654901960784
788	4.010794	47	0.07469774468085105
